bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,house_age,is_renovated,years_since_renovation,city_target_enc,zip_target_enc,sqft_living_per_bathroom,lot_to_living_ratio,total_rooms,bath_bed_ratio
6.0,2.5,3820,53173,1.0,0,0,4,1780,40,0,40,611821.4210526316,590589.0952380953,1091.4285714285713,13.919633507853403,8.5,0.35714285714285715
4.0,2.5,3070,6432,2.0,0,0,3,0,8,0,8,379453.5624401914,324671.05263157893,877.1428571428571,2.095114006514658,6.5,0.5
4.0,2.5,1780,4169,2.0,0,0,3,0,20,0,20,611394.2276422764,624091.0333333333,508.57142857142856,2.3421348314606742,6.5,0.5
4.0,2.5,1811,4381,2.0,0,0,3,0,7,0,7,377807.7863636364,337515.625,517.4285714285714,2.4191054665930425,6.5,0.5
4.0,2.25,2450,62290,2.0,0,0,3,0,38,0,38,612917.84375,688402.5,753.8461538461538,25.42448979591837,6.25,0.45
3.0,2.5,2300,7398,2.0,0,0,3,0,13,0,13,565703.2,565703.2,657.1428571428571,3.216521739130435,5.5,0.625
2.0,1.0,1440,3225,1.0,0,0,3,480,99,0,99,583475.1987418453,598663.1875,720.0,2.2395833333333335,3.0,0.3333333333333333
4.0,2.25,2370,9360,2.0,0,0,4,0,35,0,35,659713.198757764,628759.967032967,729.2307692307693,3.949367088607595,6.25,0.45
4.0,3.25,4420,7850,2.0,1,4,3,1270,13,0,13,854623.3027093596,621811.7647058824,1040.0,1.7760180995475112,7.25,0.65
3.0,1.0,1300,3550,1.5,0,0,3,0,87,1,3,576183.7791741472,947948.46875,650.0,2.730769230769231,4.0,0.25
5.0,3.0,2870,4369,2.0,0,0,3,780,7,0,7,489242.0238095238,489242.0238095238,717.5,1.5222996515679443,8.0,0.5
3.0,2.75,3400,7200,2.0,0,2,3,930,5,0,5,379453.5624401914,390117.4745762712,906.6666666666666,2.1176470588235294,5.75,0.6875
3.0,1.0,1410,5060,1.0,0,0,4,500,58,0,58,583475.1987418453,378450.7192982456,705.0,3.5886524822695036,4.0,0.25
3.0,1.75,1640,13500,1.0,0,0,3,530,74,1,18,576183.7791741472,460224.62686567166,596.3636363636364,8.231707317073171,4.75,0.4375
4.0,2.5,3190,7399,2.0,0,0,3,0,8,0,8,339211.3264705882,339211.3264705882,911.4285714285714,2.319435736677116,6.5,0.5
4.0,2.5,2380,13435,2.0,0,0,3,0,22,0,22,589927.1679389313,784592.5133928572,680.0,5.644957983193278,6.5,0.5
3.0,2.5,2260,4165,2.0,0,0,3,0,9,0,9,701918.4194214876,784592.5133928572,645.7142857142857,1.842920353982301,5.5,0.625
3.0,1.75,1240,8050,1.0,0,0,4,0,36,1,14,712166.302173913,657703.171875,450.90909090909093,6.491935483870968,4.75,0.4375
5.0,3.5,4220,26784,1.0,0,0,3,2110,56,1,8,859215.5687192117,1307172.904,937.7777777777778,6.346919431279621,8.5,0.5833333333333334
4.0,2.5,4250,19387,2.0,0,2,4,990,42,0,42,1223622.0,1223622.0,1214.2857142857142,4.56164705882353,6.5,0.5
3.0,1.5,1860,7963,1.0,0,0,3,660,51,1,6,345922.0,273468.22222222225,744.0,4.281182795698925,4.5,0.375
3.0,2.5,2850,10474,1.0,0,0,4,1120,60,1,35,847974.924611399,1310316.904,814.2857142857143,3.6750877192982454,5.5,0.625
3.0,3.0,2470,36445,2.0,0,0,4,0,34,0,34,602238.7424242424,586241.8196721311,617.5,14.755060728744938,6.0,0.75
3.0,2.25,2210,8000,2.0,0,0,4,0,45,0,45,291133.71153846156,283302.9365079365,680.0,3.6199095022624435,5.25,0.5625
4.0,1.75,1920,7665,1.0,0,0,4,420,39,0,39,371872.2878787879,351000.68055555556,698.1818181818181,3.9921875,5.75,0.35
4.0,3.0,3150,7778,2.0,0,0,3,0,14,0,14,692567.8918918918,761330.9019607843,787.5,2.4692063492063494,7.0,0.6
4.0,1.75,2700,7875,1.5,0,0,4,0,46,0,46,379453.5624401914,351241.91041666665,981.8181818181819,2.9166666666666665,5.75,0.35
3.0,2.25,2190,7149,1.0,0,1,4,950,51,0,51,379453.5624401914,390117.4745762712,673.8461538461538,3.2643835616438355,5.25,0.5625
2.0,2.5,1380,951,3.0,0,0,3,0,8,0,8,574543.2427470535,602889.9619047618,394.2857142857143,0.6891304347826087,4.5,0.8333333333333334
5.0,1.5,2520,5753,1.5,0,0,4,1010,86,0,86,312833.3333333333,312833.3333333333,1008.0,2.282936507936508,6.5,0.25
3.0,1.75,1300,8800,1.0,0,0,4,0,51,0,51,859215.5687192117,631745.0,472.72727272727275,6.769230769230769,4.75,0.4375
4.0,1.75,2220,6500,2.0,0,3,4,0,50,0,50,364278.9903846154,449850.8552631579,807.2727272727273,2.9279279279279278,5.75,0.35
2.0,1.0,730,7528,1.0,0,0,3,0,68,0,68,570223.1185050136,610774.3578947368,365.0,10.312328767123288,3.0,0.3333333333333333
4.0,3.25,3300,15907,2.0,0,0,5,0,29,0,29,1223622.0,1223622.0,776.4705882352941,4.82030303030303,7.25,0.65
4.0,3.25,4130,112521,2.0,0,0,3,0,36,0,36,847974.924611399,752347.2222222222,971.7647058823529,27.244794188861984,7.25,0.65
3.0,2.5,2670,47480,2.0,0,3,3,0,33,1,1,632047.53125,597260.8888888889,762.8571428571429,17.782771535580526,5.5,0.625
4.0,2.5,1980,5909,2.0,0,0,3,0,11,0,11,306368.0406504065,289447.0487804878,565.7142857142857,2.9843434343434345,6.5,0.5
2.0,1.0,740,5995,1.0,0,0,4,0,65,1,29,583475.1987418453,378450.7192982456,370.0,8.10135135135135,3.0,0.3333333333333333
3.0,1.75,2050,3520,1.0,0,0,4,980,37,0,37,570223.1185050136,483946.96794871794,745.4545454545455,1.7170731707317073,4.75,0.4375
3.0,1.75,1230,7500,1.0,0,0,3,0,27,1,14,655071.1991869919,514387.5806451613,447.27272727272725,6.097560975609756,4.75,0.4375
3.0,2.5,1210,1420,3.0,0,0,3,0,6,0,6,576183.7791741472,581484.52,345.7142857142857,1.1735537190082646,5.5,0.625
3.0,2.25,1890,7200,1.0,0,0,4,660,41,0,41,576183.7791741472,460224.62686567166,581.5384615384615,3.8095238095238093,5.25,0.5625
2.0,2.0,1870,6275,1.0,0,0,3,0,11,0,11,667110.3374233128,692946.9841269841,623.3333333333334,3.355614973262032,4.0,0.6666666666666666
3.0,1.75,1330,6301,1.0,0,0,3,0,16,1,8,294280.725,238853.55172413794,483.6363636363636,4.737593984962406,4.75,0.4375
3.0,2.0,1590,35988,1.0,0,0,4,0,40,0,40,379453.5624401914,351241.91041666665,530.0,22.633962264150945,5.0,0.5
3.0,1.75,1710,10800,1.0,0,0,4,0,56,1,42,466376.511627907,466376.511627907,621.8181818181819,6.315789473684211,4.75,0.4375
2.0,1.0,1200,9000,1.0,0,2,5,0,97,0,97,311057.8333333333,313968.0571428572,600.0,7.5,3.0,0.3333333333333333
2.0,1.0,1140,5100,1.0,0,0,3,0,72,1,15,583475.1987418453,559590.6666666666,570.0,4.473684210526316,3.0,0.3333333333333333
3.0,1.75,2240,8153,1.0,0,0,3,1120,66,1,20,574543.2427470535,443537.9032258064,814.5454545454545,3.639732142857143,4.75,0.4375
2.0,1.0,920,6600,1.0,0,0,3,0,95,1,11,574543.2427470535,445100.0,460.0,7.173913043478261,3.0,0.3333333333333333
2.0,1.0,800,5000,1.0,0,0,3,0,108,1,0,576183.7791741472,601203.7209302326,400.0,6.25,3.0,0.3333333333333333
4.0,2.75,1980,11443,1.0,0,0,5,0,62,1,16,473692.0,384471.0,528.0,5.77929292929293,6.75,0.55
4.0,2.5,2800,12831,2.0,0,0,3,0,13,0,13,413841.8,413841.8,800.0,4.5825,6.5,0.5
3.0,2.25,1680,35127,2.0,0,0,3,0,27,1,14,294280.725,357244.34545454546,516.9230769230769,20.90892857142857,5.25,0.5625
4.0,2.5,2330,9928,2.0,0,0,3,0,16,1,8,421049.06666666665,421049.06666666665,665.7142857142857,4.260944206008584,6.5,0.5
4.0,1.75,2240,9886,1.5,0,0,4,0,49,0,49,881585.4168316831,699132.2580645161,814.5454545454545,4.413392857142857,5.75,0.35
3.0,2.5,2140,8925,2.0,0,0,3,0,23,0,23,692567.8918918918,634856.3076923077,611.4285714285714,4.170560747663552,5.5,0.625
4.0,2.5,2170,14024,2.0,0,0,3,0,22,0,22,405085.29411764705,405085.29411764705,620.0,6.462672811059908,6.5,0.5
3.0,1.5,1150,8686,1.0,0,0,4,0,51,0,51,371872.2878787879,307678.125,460.0,7.55304347826087,4.5,0.375
4.0,2.5,2030,3905,1.5,0,0,4,400,88,1,21,570223.1185050136,606082.1632653062,580.0,1.9236453201970443,6.5,0.5
3.0,2.0,1350,11805,1.0,0,0,3,0,28,0,28,420666.78571428574,420666.78571428574,450.0,8.744444444444444,5.0,0.5
2.0,1.0,910,4635,1.0,0,0,4,0,109,0,109,574543.2427470535,597116.6666666666,455.0,5.093406593406593,3.0,0.3333333333333333
4.0,2.5,2700,5100,1.0,0,0,4,1260,46,0,46,576183.7791741472,509155.26219512196,771.4285714285714,1.8888888888888888,6.5,0.5
4.0,3.5,3730,15029,2.0,0,2,3,1290,23,0,23,302187.765625,313686.0298507463,828.8888888888889,4.029222520107239,7.5,0.7
4.0,2.5,2740,16007,2.0,0,0,3,0,30,0,30,2397393.75,2397393.75,782.8571428571429,5.841970802919708,6.5,0.5
4.0,3.25,2050,5000,2.0,0,0,4,680,27,0,27,574543.2427470535,1017813.976744186,482.3529411764706,2.4390243902439024,7.25,0.65
4.0,3.0,2390,4500,2.0,0,0,3,0,40,0,40,376968.54547619045,308311.1111111111,597.5,1.8828451882845187,7.0,0.6
4.0,2.75,1990,7252,1.0,0,0,3,720,15,0,15,308362.248,225450.1,530.6666666666666,3.644221105527638,6.75,0.55
4.0,1.75,1300,21000,1.0,0,0,4,0,45,0,45,294129.8971962617,248072.46153846153,472.72727272727275,16.153846153846153,5.75,0.35
3.0,1.0,1330,8912,1.0,0,0,3,0,66,1,20,257737.16,283935.7368421053,665.0,6.700751879699248,4.0,0.25
2.0,1.0,1000,31505,1.0,0,0,3,0,54,1,2,420657.71428571426,420657.71428571426,500.0,31.505,3.0,0.3333333333333333
4.0,2.75,2190,14937,2.0,0,0,3,0,21,0,21,308362.248,266959.525,584.0,6.82054794520548,6.75,0.55
3.0,1.75,1380,3402,1.5,0,0,3,0,114,1,14,574543.2427470535,579453.76,501.8181818181818,2.465217391304348,4.75,0.4375
4.0,2.5,2610,33206,2.0,0,0,3,0,26,1,14,662070.8855421686,692332.75,745.7142857142857,12.722605363984675,6.5,0.5
2.0,1.75,1060,1241,2.0,0,0,3,100,6,0,6,570223.1185050136,617994.1355932204,385.45454545454544,1.170754716981132,3.75,0.5833333333333334
2.0,1.0,710,1136,2.0,0,0,4,0,71,0,71,576183.7791741472,797525.2941176471,355.0,1.6,3.0,0.3333333333333333
4.0,2.5,2730,4800,1.5,0,0,5,500,105,1,26,570223.1185050136,891559.6774193548,780.0,1.7582417582417582,6.5,0.5
4.0,1.75,2470,131790,2.0,0,2,3,0,77,1,15,476616.0,476616.0,898.1818181818181,53.35627530364373,5.75,0.35
3.0,1.75,1760,10780,1.0,0,0,3,0,37,1,10,847974.924611399,752347.2222222222,640.0,6.125,4.75,0.4375
3.0,2.5,1530,3464,2.0,0,0,3,0,16,1,8,854623.3027093596,673630.7692307692,437.14285714285717,2.2640522875816993,5.5,0.625
2.0,1.75,1610,158558,1.5,0,0,2,0,66,0,66,533938.304347826,533938.304347826,585.4545454545455,98.4832298136646,3.75,0.5833333333333334
2.0,2.0,1030,21712,1.0,0,0,4,0,76,0,76,574543.2427470535,270748.24,343.3333333333333,21.079611650485436,4.0,0.6666666666666666
4.0,2.5,2800,246114,2.0,0,0,3,0,15,0,15,465467.35714285716,465467.35714285716,800.0,87.89785714285715,6.5,0.5
3.0,2.0,1310,2550,1.0,0,0,3,530,28,0,28,574543.2427470535,602889.9619047618,436.6666666666667,1.9465648854961832,5.0,0.5
4.0,2.25,3160,34560,1.0,0,0,4,0,33,0,33,612917.84375,554207.5555555555,972.3076923076923,10.936708860759493,6.25,0.45
3.0,3.0,2500,8304,2.0,0,0,3,0,17,0,17,298517.84,279734.9791666667,625.0,3.3216,6.0,0.75
3.0,1.5,2070,5386,1.0,0,0,4,930,66,0,66,573185.0026954178,566123.421875,828.0,2.6019323671497583,4.5,0.375
4.0,1.75,1980,9000,1.0,0,0,2,500,36,0,36,298547.1904761905,296686.537037037,720.0,4.545454545454546,5.75,0.35
3.0,2.5,2590,7237,2.0,0,0,3,0,10,1,11,583475.1987418453,455981.53846153844,740.0,2.7942084942084944,5.5,0.625
4.0,1.0,1910,16320,1.5,0,0,3,0,80,1,36,574543.2427470535,305084.0425531915,955.0,8.544502617801047,5.0,0.2
3.0,2.5,2630,10100,1.0,0,0,4,1050,47,0,47,847974.924611399,802442.5981012658,751.4285714285714,3.840304182509506,5.5,0.625
3.0,2.5,2630,77972,2.0,0,0,3,0,10,1,11,413841.8,413841.8,751.4285714285714,29.647148288973384,5.5,0.625
3.0,2.5,1960,4400,2.0,0,0,3,0,8,0,8,533938.304347826,533938.304347826,560.0,2.2448979591836733,5.5,0.625
3.0,1.75,1440,45302,2.0,0,0,3,0,37,1,10,420648.1666666667,420648.1666666667,523.6363636363636,31.459722222222222,4.75,0.4375
3.0,1.75,2210,16200,1.0,0,0,3,820,56,1,10,859295.1570351758,817478.5,803.6363636363636,7.330316742081448,4.75,0.4375
4.0,2.5,2350,63162,2.0,0,0,4,0,20,0,20,632047.53125,676773.2142857143,671.4285714285714,26.877446808510637,6.5,0.5
3.0,1.0,1590,13000,1.5,0,0,3,0,70,0,70,378731.27777777775,484335.21428571426,795.0,8.176100628930818,4.0,0.25
3.0,3.5,1500,1249,2.0,0,0,3,260,10,1,11,576183.7791741472,601203.7209302326,333.3333333333333,0.8326666666666667,6.5,0.875
3.0,2.5,1900,6224,2.0,0,0,3,0,9,0,9,692567.8918918918,761330.9019607843,542.8571428571429,3.2757894736842106,5.5,0.625
4.0,3.5,2370,3692,2.5,0,0,3,0,1,1,91,379453.5624401914,390117.4745762712,526.6666666666666,1.5578059071729957,7.5,0.7
3.0,2.5,1720,1715,2.0,0,0,3,480,10,1,11,574543.2427470535,534537.3662790698,491.42857142857144,0.997093023255814,5.5,0.625
4.0,1.5,2020,7560,1.0,0,0,4,0,54,1,13,376968.54547619045,514326.8552631579,808.0,3.742574257425743,5.5,0.3
2.0,1.5,1340,1210,2.0,0,0,3,220,6,0,6,583475.1987418453,662231.5294117647,536.0,0.9029850746268657,3.5,0.5
3.0,2.5,1800,2700,2.0,0,0,3,0,3,0,3,583475.1987418453,437527.63157894736,514.2857142857143,1.5,5.5,0.625
3.0,2.5,1480,1590,2.0,0,0,3,330,4,0,4,573185.0026954178,299231.52173913043,422.85714285714283,1.0743243243243243,5.5,0.625
4.0,2.0,2750,7807,1.5,0,0,5,500,98,0,98,570223.1185050136,468929.3650793651,916.6666666666666,2.838909090909091,6.0,0.4
5.0,4.0,3760,28040,2.0,0,0,3,0,31,1,5,665473.701171875,817309.8975409836,752.0,7.457446808510638,9.0,0.6666666666666666
3.0,2.75,2540,4694,2.0,0,0,3,0,9,0,9,701918.4194214876,631683.0588235294,677.3333333333334,1.8480314960629922,5.75,0.6875
3.0,1.75,1760,26055,1.0,0,0,3,840,35,1,0,331482.7586206897,336132.38095238095,640.0,14.803977272727273,4.75,0.4375
3.0,2.5,3000,25341,2.0,0,0,3,0,19,0,19,659713.198757764,701241.5652173914,857.1428571428571,8.447,5.5,0.625
4.0,2.5,1930,9643,2.0,0,0,4,0,22,0,22,301453.96774193546,288301.54901960783,551.4285714285714,4.996373056994819,6.5,0.5
4.0,2.5,3040,7000,2.0,0,0,3,0,13,0,13,1157220.9705882352,1157220.9705882352,868.5714285714286,2.3026315789473686,6.5,0.5
2.0,1.0,860,3880,1.0,0,0,4,0,98,0,98,576183.7791741472,552908.4521276596,430.0,4.511627906976744,3.0,0.3333333333333333
3.0,1.75,1420,7650,1.0,0,0,4,320,30,0,30,379453.5624401914,390117.4745762712,516.3636363636364,5.387323943661972,4.75,0.4375
3.0,2.0,2080,3880,1.0,0,0,5,920,60,0,60,583475.1987418453,552240.609375,693.3333333333334,1.8653846153846154,5.0,0.5
3.0,2.5,1560,4200,2.0,0,0,3,0,11,0,11,345402.7394736842,345402.7394736842,445.7142857142857,2.6923076923076925,5.5,0.625
4.0,2.5,1960,7133,2.0,0,0,3,0,12,0,12,379453.5624401914,390117.4745762712,560.0,3.6392857142857142,6.5,0.5
3.0,2.25,1620,4500,2.0,0,0,4,0,88,1,21,583475.1987418453,901820.6896551724,498.46153846153845,2.7777777777777777,5.25,0.5625
5.0,3.0,3670,10583,1.0,0,0,5,1610,62,1,16,461754.1666666667,377329.25409836066,917.5,2.883651226158038,8.0,0.5
6.0,1.5,1930,8400,1.0,0,0,3,900,43,0,43,359824.2021276596,373425.72222222225,772.0,4.352331606217617,7.5,0.21428571428571427
3.0,1.5,1290,1286,3.0,0,0,3,0,14,0,14,570223.1185050136,606082.1632653062,516.0,0.9968992248062015,4.5,0.375
5.0,2.25,1970,15247,1.0,0,0,3,520,28,0,28,894214.2857142857,894214.2857142857,606.1538461538462,7.739593908629441,7.25,0.375
3.0,1.75,1540,6909,1.0,0,0,4,620,59,1,5,402504.4879518072,381644.5188679245,560.0,4.486363636363636,4.75,0.4375
4.0,2.0,2180,3870,1.0,0,0,3,1160,114,1,9,570223.1185050136,577744.32,726.6666666666666,1.775229357798165,6.0,0.4
2.0,1.75,1490,224334,1.0,0,2,3,0,31,1,5,306983.0317460318,361680.06451612903,541.8181818181819,150.55973154362417,3.75,0.5833333333333334
3.0,2.0,2220,10275,2.0,0,0,3,580,34,0,34,609064.7603305785,593956.5636363636,740.0,4.628378378378378,5.0,0.5
3.0,1.75,2430,9133,1.0,0,0,4,1020,36,1,14,377807.7863636364,523649.19402985077,883.6363636363636,3.7584362139917697,4.75,0.4375
2.0,0.75,1392,43710,1.5,0,0,4,0,36,1,14,488457.5,488457.5,795.4285714285714,31.400862068965516,2.75,0.25
4.0,1.0,1120,2685,1.0,0,0,3,260,75,1,45,377807.7863636364,369614.28571428574,560.0,2.3973214285714284,5.0,0.2
4.0,1.0,1390,10800,1.5,0,0,4,0,73,1,16,583475.1987418453,807100.6571428571,695.0,7.76978417266187,5.0,0.2
3.0,1.75,2040,7281,1.0,0,0,3,1020,52,1,11,338981.5238095238,266966.6,741.8181818181819,3.5691176470588237,4.75,0.4375
5.0,3.0,2830,7500,2.0,0,0,3,370,91,1,16,583475.1987418453,930145.0333333333,707.5,2.65017667844523,8.0,0.5
4.0,2.5,3020,8302,2.0,0,0,4,0,20,0,20,306341.6666666667,326180.80597014923,862.8571428571429,2.749006622516556,6.5,0.5
3.0,1.75,2290,14800,1.0,0,0,3,670,49,1,21,478061.90476190473,381644.5188679245,832.7272727272727,6.462882096069869,4.75,0.4375
4.0,2.0,1210,11100,1.0,0,0,4,0,59,1,5,881585.4168316831,809289.1351351351,403.3333333333333,9.173553719008265,6.0,0.4
3.0,2.5,2510,6320,2.0,0,0,3,0,18,0,18,704425.8029661017,793072.1490384615,717.1428571428571,2.5179282868525896,5.5,0.625
4.0,1.75,2320,4322,1.0,0,0,3,1180,104,1,8,574543.2427470535,551327.925925926,843.6363636363636,1.8629310344827585,5.75,0.35
3.0,1.0,970,6600,1.0,0,0,3,0,49,1,21,372098.1818181818,275526.7755102041,485.0,6.804123711340206,4.0,0.25
3.0,1.75,1820,5500,1.0,0,0,4,200,57,1,13,573185.0026954178,594233.6460674157,661.8181818181819,3.021978021978022,4.75,0.4375
3.0,1.0,970,7742,1.0,0,0,4,0,47,0,47,298547.1904761905,300771.1538461539,485.0,7.981443298969072,4.0,0.25
2.0,1.0,1740,3622,1.0,0,0,4,790,90,0,90,573185.0026954178,458276.3157894737,870.0,2.081609195402299,3.0,0.3333333333333333
3.0,1.75,1590,7560,1.0,0,0,3,460,30,0,30,306368.0406504065,289447.0487804878,578.1818181818181,4.754716981132075,4.75,0.4375
2.0,1.0,1380,5000,1.0,0,0,3,510,71,1,12,574543.2427470535,353735.36363636365,690.0,3.6231884057971016,3.0,0.3333333333333333
4.0,1.5,1680,11123,1.0,0,0,3,550,55,1,25,423979.98295454547,754622.6341463415,672.0,6.620833333333334,5.5,0.3
2.0,1.0,1220,3000,1.0,0,0,3,300,88,1,11,574543.2427470535,566680.5729166666,610.0,2.459016393442623,3.0,0.3333333333333333
2.0,2.0,1651,18200,1.0,0,0,3,0,68,0,68,488882.5,488882.5,550.3333333333334,11.023622047244094,4.0,0.6666666666666666
3.0,1.75,1330,9200,1.0,0,0,4,0,41,0,41,294280.725,357244.34545454546,483.6363636363636,6.917293233082707,4.75,0.4375
3.0,3.0,2940,4622,2.0,0,0,4,710,26,0,26,573185.0026954178,929461.7,735.0,1.5721088435374149,6.0,0.75
3.0,3.25,1410,1246,3.0,0,0,3,0,9,0,9,576183.7791741472,581484.52,331.7647058823529,0.8836879432624114,6.25,0.8125
2.0,1.0,1100,3598,1.0,0,0,4,0,88,1,21,570223.1185050136,617994.1355932204,550.0,3.270909090909091,3.0,0.3333333333333333
3.0,1.5,1530,7200,1.0,0,0,3,0,39,0,39,472577.77777777775,386772.68253968254,612.0,4.705882352941177,4.5,0.375
5.0,3.25,5270,17232,2.0,0,1,3,1260,37,1,11,1182030.1090909091,1182030.1090909091,1240.0,3.2698292220113854,8.25,0.5416666666666666
3.0,2.0,2110,5150,1.0,0,0,5,1030,95,1,80,583475.1987418453,451032.07547169813,703.3333333333334,2.440758293838863,5.0,0.5
4.0,1.75,1720,8750,1.0,0,0,3,860,43,0,43,661873.9341085271,490319.85294117645,625.4545454545455,5.087209302325581,5.75,0.35
3.0,2.5,1800,5001,2.0,0,0,3,0,18,0,18,665473.701171875,527234.776119403,514.2857142857143,2.7783333333333333,5.5,0.625
4.0,2.5,2210,9427,2.0,0,0,3,0,15,0,15,372098.1818181818,309513.63636363635,631.4285714285714,4.265610859728507,6.5,0.5
4.0,2.25,2560,9731,2.0,0,0,4,0,41,0,41,654481.2884615385,520942.46376811597,787.6923076923077,3.801171875,6.25,0.45
2.0,1.5,1010,7719,2.0,0,0,3,0,33,1,1,371872.2878787879,392019.0338983051,404.0,7.642574257425743,3.5,0.5
4.0,2.5,3340,12248,2.0,0,1,3,870,16,1,8,574543.2427470535,423128.77358490566,954.2857142857143,3.667065868263473,6.5,0.5
4.0,1.0,1740,11075,1.5,0,0,3,0,49,1,21,420507.6153846154,382840.9275362319,870.0,6.364942528735632,5.0,0.2
3.0,2.0,1320,7200,1.0,0,0,5,0,39,0,39,301453.96774193546,288301.54901960783,440.0,5.454545454545454,5.0,0.5
3.0,1.75,1520,8625,1.0,0,0,3,0,38,0,38,487024.75,487024.75,552.7272727272727,5.6743421052631575,4.75,0.4375
3.0,1.5,2010,9480,1.0,0,0,3,440,63,1,20,570223.1185050136,468929.3650793651,804.0,4.7164179104477615,4.5,0.375
3.0,3.5,2440,3427,2.0,0,0,3,450,14,0,14,854623.3027093596,800098.3181818182,542.2222222222222,1.4045081967213116,6.5,0.875
5.0,2.5,2550,20875,1.0,0,0,4,940,61,1,31,854623.3027093596,1326856.5666666667,728.5714285714286,8.186274509803921,7.5,0.4166666666666667
3.0,1.0,1010,9450,1.0,0,0,4,0,55,0,55,307819.2631578947,306565.7297297297,505.0,9.356435643564357,4.0,0.25
3.0,2.5,1780,6771,1.0,0,0,3,550,24,1,5,574543.2427470535,305084.0425531915,508.57142857142856,3.803932584269663,5.5,0.625
3.0,2.0,2180,4976,1.5,0,2,4,500,84,0,84,574543.2427470535,423128.77358490566,726.6666666666666,2.2825688073394494,5.0,0.5
5.0,3.25,2750,7500,2.0,0,1,3,600,77,1,17,665473.701171875,817309.8975409836,647.0588235294117,2.727272727272727,8.25,0.5416666666666666
4.0,3.25,3490,7024,2.0,0,0,3,0,8,0,8,692567.8918918918,761330.9019607843,821.1764705882352,2.0126074498567337,7.25,0.65
3.0,2.5,2550,45254,2.0,0,0,3,0,13,0,13,664018.5575757576,696975.4117647059,728.5714285714286,17.746666666666666,5.5,0.625
3.0,1.75,1870,7189,1.0,0,0,3,600,55,1,25,583475.1987418453,451032.07547169813,680.0,3.844385026737968,4.75,0.4375
4.0,1.0,1150,8184,1.5,0,0,3,0,67,1,2,423979.98295454547,377329.25409836066,575.0,7.116521739130435,5.0,0.2
3.0,1.75,2050,11856,1.0,0,0,3,590,52,1,11,881585.4168316831,809289.1351351351,745.4545454545455,5.783414634146341,4.75,0.4375
4.0,2.75,1940,6555,2.0,0,0,3,0,24,1,5,339556.4805970149,339556.4805970149,517.3333333333334,3.3788659793814433,6.75,0.55
5.0,3.75,3630,6000,1.5,0,0,3,1160,10,1,11,655071.1991869919,798061.106557377,764.2105263157895,1.6528925619834711,8.75,0.625
3.0,1.75,1890,9100,2.0,0,0,4,0,62,0,62,428665.7159090909,382164.4375,687.2727272727273,4.814814814814815,4.75,0.4375
4.0,2.0,1630,10375,1.0,0,0,5,0,46,0,46,612917.84375,688402.5,543.3333333333334,6.365030674846626,6.0,0.4
4.0,1.75,2440,5000,1.0,0,0,3,1100,60,1,9,570223.1185050136,586761.8313953489,887.2727272727273,2.0491803278688523,5.75,0.35
5.0,2.75,3100,9825,2.0,0,2,4,0,64,1,32,574543.2427470535,443537.9032258064,826.6666666666666,3.1693548387096775,7.75,0.4583333333333333
3.0,2.5,2090,6045,2.0,0,0,3,0,14,0,14,376968.54547619045,400873.7868852459,597.1428571428571,2.8923444976076556,5.5,0.625
3.0,1.0,920,9812,1.0,0,0,4,0,52,0,52,308362.248,266959.525,460.0,10.665217391304347,4.0,0.25
3.0,1.0,1580,5000,1.5,0,0,3,0,88,1,11,576183.7791741472,552908.4521276596,790.0,3.1645569620253164,4.0,0.25
3.0,1.75,1760,8400,1.0,0,0,4,300,54,1,13,570223.1185050136,483946.96794871794,640.0,4.7727272727272725,4.75,0.4375
4.0,2.5,2530,7563,1.0,0,0,3,1090,36,0,36,489242.0238095238,489242.0238095238,722.8571428571429,2.9893280632411066,6.5,0.5
4.0,2.75,2490,9714,1.0,0,0,4,1090,31,0,31,487024.75,487024.75,664.0,3.9012048192771083,6.75,0.55
4.0,4.5,3870,35889,2.0,0,0,3,1340,13,0,13,602238.7424242424,586241.8196721311,703.6363636363636,9.273643410852713,8.5,0.9
5.0,2.5,2732,9500,1.0,0,2,4,862,39,0,39,291133.71153846156,302512.97297297296,780.5714285714286,3.4773060029282576,7.5,0.4166666666666667
5.0,3.25,3230,3825,2.0,0,0,3,750,0,0,0,570223.1185050136,586761.8313953489,760.0,1.1842105263157894,8.25,0.5416666666666666
6.0,3.75,2930,14980,2.0,0,3,3,0,1,1,91,859215.5687192117,827419.403125,616.8421052631579,5.112627986348123,9.75,0.5357142857142857
4.0,3.5,3510,9364,2.0,0,0,3,0,13,0,13,547301.5576923077,547301.5576923077,780.0,2.667806267806268,7.5,0.7
4.0,2.5,2580,3909,2.0,0,0,3,0,1,1,91,661873.9341085271,853114.5491803279,737.1428571428571,1.5151162790697674,6.5,0.5
2.0,2.25,1060,1208,2.0,0,0,3,120,9,0,9,583475.1987418453,666692.0,326.15384615384613,1.139622641509434,4.25,0.75
4.0,2.75,2790,8853,2.0,0,0,3,0,1,1,91,406146.40625,406146.40625,744.0,3.1731182795698927,6.75,0.55
4.0,2.5,2009,5000,2.0,0,0,3,0,0,0,0,306983.0317460318,361680.06451612903,574.0,2.4888003982080638,6.5,0.5
5.0,2.75,2880,8364,2.0,0,0,3,0,8,0,8,370580.66352040815,502494.4029850746,768.0,2.904166666666667,7.75,0.4583333333333333
