bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,house_age,is_renovated,years_since_renovation,city_target_enc
5.0,3.5,4210,17258,2.0,0,3,3,0,19,0,19,854623.3027093596
3.0,2.0,2060,4437,1.0,0,0,3,1030,85,0,85,570223.1185050136
3.0,2.0,1640,7201,1.0,0,0,3,0,66,1,20,583475.1987418453
2.0,1.0,720,6686,1.0,0,0,3,0,72,1,15,573185.0026954178
4.0,1.0,1860,4736,1.5,0,0,1,0,113,0,113,583475.1987418453
4.0,2.5,2810,10986,2.0,0,0,3,0,17,0,17,712166.302173913
4.0,2.5,2090,9702,1.0,0,0,5,770,49,0,49,433780.94444444444
4.0,2.5,3280,6181,2.0,0,0,3,0,13,0,13,704425.8029661017
4.0,2.0,2090,3610,1.5,0,0,5,300,87,0,87,576183.7791741472
3.0,1.75,2430,14607,1.0,0,1,3,1200,65,1,44,1223622.0
5.0,2.25,2520,49222,2.0,0,0,4,0,36,1,14,609064.7603305785
5.0,3.0,2510,4125,1.5,0,3,5,920,89,0,89,576183.7791741472
4.0,2.75,3370,6675,1.0,0,3,4,1450,66,0,66,574543.2427470535
3.0,2.0,1640,5280,1.5,0,0,5,0,104,0,104,289521.22794117645
3.0,2.5,2250,7294,2.0,0,0,3,0,20,0,20,297123.8925619835
4.0,2.5,2300,19250,1.0,0,0,4,0,59,1,5,421049.06666666665
3.0,3.5,1650,2262,3.0,0,0,3,0,4,0,4,573185.0026954178
2.0,1.0,710,1131,2.0,0,0,4,0,71,0,71,576183.7791741472
4.0,3.5,2550,8698,2.0,0,0,3,0,7,0,7,533938.304347826
2.0,1.5,982,846,2.0,0,0,3,176,8,0,8,570223.1185050136
3.0,2.25,1630,2520,2.0,0,0,3,0,9,0,9,589927.1679389313
4.0,2.5,2550,4500,2.0,0,0,3,0,5,0,5,371872.2878787879
2.0,1.25,1240,2150,2.0,0,0,3,0,0,0,0,576183.7791741472
3.0,2.5,2456,7566,2.0,0,0,3,0,2,1,102,291133.71153846156
5.0,2.25,3200,20158,1.0,0,0,3,1600,49,1,21,1729485.7142857143
3.0,3.5,3950,111078,1.5,0,0,3,1490,25,0,25,664524.1592356688
4.0,2.25,2180,7297,2.0,0,0,3,0,30,0,30,712166.302173913
4.0,2.5,3140,9225,1.0,0,2,5,1370,48,0,48,370580.66352040815
4.0,3.75,4030,10800,2.0,0,0,3,0,8,0,8,655071.1991869919
3.0,1.75,1970,7972,1.0,0,3,5,600,38,0,38,371872.2878787879
5.0,2.0,1940,7642,1.5,0,0,3,0,57,1,14,433780.94444444444
5.0,4.25,4860,9453,1.5,0,1,5,1760,109,0,109,574543.2427470535
0.0,0.0,3064,4764,3.5,0,2,3,0,24,1,5,583475.1987418453
2.0,1.0,970,5665,1.0,0,0,4,0,106,0,106,576183.7791741472
4.0,2.25,2460,44431,1.0,0,0,4,0,57,1,13,847974.924611399
4.0,2.5,3010,6100,2.0,0,0,3,0,9,0,9,662070.8855421686
3.0,2.0,2460,6600,1.0,0,2,4,1090,62,0,62,573185.0026954178
3.0,2.0,2080,11375,1.0,0,0,3,0,12,0,12,325113.63636363635
4.0,3.25,3960,7012,2.0,0,0,3,0,9,0,9,707300.656504065
4.0,2.5,2490,8124,2.0,0,0,3,0,13,0,13,306983.0317460318
5.0,2.0,2060,6000,2.0,0,0,3,0,111,1,9,583475.1987418453
3.0,1.0,1330,15678,1.0,0,0,3,430,30,0,30,692567.8918918918
3.0,1.75,1600,19200,1.0,0,0,4,0,47,0,47,655071.1991869919
2.0,1.0,820,10450,1.0,0,0,4,0,49,0,49,379453.5624401914
4.0,1.75,1200,7680,1.0,0,0,3,0,46,1,17,297123.8925619835
3.0,1.0,1050,5664,1.0,0,0,4,140,67,1,26,573185.0026954178
3.0,2.5,1910,1501,2.5,0,0,3,380,7,0,7,570223.1185050136
3.0,1.75,1800,6000,1.0,0,0,5,900,64,0,64,423979.98295454547
3.0,2.25,2060,8640,1.0,0,0,4,0,48,0,48,655071.1991869919
3.0,1.75,1840,9697,1.0,0,0,4,340,29,0,29,301453.96774193546
3.0,2.5,1250,1103,3.0,0,2,3,0,9,0,9,570223.1185050136
2.0,1.0,1510,4032,1.5,0,0,3,200,79,1,40,574543.2427470535
4.0,2.25,2300,4600,1.5,0,0,4,960,110,0,110,583475.1987418453
4.0,1.5,1490,7560,2.0,0,0,3,0,48,1,51,307819.2631578947
5.0,2.75,2820,4608,1.0,0,0,3,1370,47,1,3,576183.7791741472
4.0,1.5,1130,7840,1.0,0,0,4,0,44,0,44,302406.8613861386
4.0,2.5,3200,7500,1.5,0,1,5,1340,66,1,29,573185.0026954178
3.0,1.0,1510,5000,1.5,0,0,3,0,105,1,10,570223.1185050136
3.0,2.5,1970,7500,2.0,0,0,3,0,26,1,14,308362.248
3.0,1.0,1210,5750,1.5,0,0,4,0,104,0,104,574543.2427470535
4.0,2.5,3280,27441,2.0,0,0,3,0,18,0,18,659713.198757764
3.0,2.0,2420,17859,1.0,0,1,5,920,35,0,35,654481.2884615385
5.0,1.75,2460,6846,1.5,0,0,5,1120,103,1,30,573185.0026954178
3.0,1.0,1180,11862,1.0,0,0,4,0,66,0,66,573185.0026954178
3.0,2.75,1900,6400,1.0,0,0,5,490,72,0,72,570223.1185050136
3.0,3.25,1651,1779,2.0,0,0,3,310,6,0,6,583475.1987418453
4.0,2.25,2130,11843,2.0,0,0,4,0,42,0,42,1157220.9705882352
2.0,1.0,1430,3000,1.5,0,0,3,130,85,0,85,573185.0026954178
4.0,2.5,5730,44947,2.0,0,4,3,1450,23,0,23,707300.656504065
4.0,2.5,1910,9244,1.0,0,0,4,0,51,0,51,379453.5624401914
3.0,1.75,2110,11250,1.0,0,0,4,0,53,1,13,1099543.2580645161
2.0,1.5,1630,3780,1.0,0,0,4,740,74,1,13,573185.0026954178
4.0,2.5,2470,35073,2.0,0,0,3,0,25,0,25,294280.725
4.0,2.25,2640,31941,1.0,0,0,4,0,28,0,28,289521.22794117645
5.0,2.75,2990,7420,2.0,0,0,3,0,18,0,18,371872.2878787879
3.0,2.5,2120,9736,2.0,0,0,3,0,26,1,14,487024.75
3.0,2.5,2050,6420,1.0,0,3,3,320,58,1,13,570223.1185050136
5.0,3.0,1880,5000,1.0,0,0,3,780,17,0,17,576183.7791741472
3.0,3.0,2790,12523,2.0,1,4,4,1190,37,0,37,307819.2631578947
4.0,2.5,3000,7500,2.0,0,0,3,0,77,1,20,576183.7791741472
4.0,2.5,2140,7245,2.0,0,0,3,0,11,0,11,570223.1185050136
3.0,2.0,1769,9300,1.0,0,0,4,0,59,1,5,563576.9230769231
3.0,1.0,1710,6556,1.5,0,0,4,510,88,1,21,570223.1185050136
1.0,0.75,420,6720,1.0,0,0,3,0,92,1,6,574543.2427470535
4.0,2.5,3270,35445,2.0,0,0,3,0,25,0,25,859295.1570351758
4.0,2.5,2370,10858,2.0,0,0,3,0,11,0,11,859295.1570351758
4.0,2.5,1770,5855,2.0,0,0,3,0,11,0,11,339211.3264705882
4.0,2.5,2210,8465,1.0,0,0,3,720,24,1,5,308362.248
3.0,2.25,1710,4140,2.0,0,0,3,0,10,1,11,611821.4210526316
4.0,2.0,2710,4750,1.0,0,0,4,1250,95,1,29,576183.7791741472
3.0,3.0,2340,2970,2.0,0,0,5,180,89,0,89,570223.1185050136
2.0,1.0,1220,17172,1.0,0,0,4,0,67,1,26,654481.2884615385
3.0,1.0,1060,9525,1.0,0,0,3,0,48,1,51,664524.1592356688
2.0,1.0,910,9869,1.0,0,0,3,0,57,1,14,376968.54547619045
4.0,1.75,1880,3880,1.5,0,0,4,790,70,0,70,583475.1987418453
4.0,1.75,1870,5200,2.0,0,0,4,670,77,0,77,576183.7791741472
3.0,2.25,1480,5400,2.0,0,0,4,0,100,1,69,573185.0026954178
3.0,2.5,1880,7000,2.0,0,0,3,0,21,0,21,302187.765625
4.0,1.75,1890,6000,1.0,0,0,4,780,67,1,26,573185.0026954178
3.0,2.75,1560,7392,1.0,0,0,5,530,42,0,42,665473.701171875
2.0,1.5,1070,1200,2.0,0,0,3,0,15,0,15,570223.1185050136
5.0,4.0,4410,14380,2.0,0,0,3,0,8,0,8,662070.8855421686
3.0,3.25,1470,1235,2.0,0,0,3,290,6,0,6,574543.2427470535
3.0,2.5,2570,3600,2.5,0,0,3,0,7,0,7,611394.2276422764
2.0,2.25,1170,1011,2.0,0,0,3,0,5,0,5,611394.2276422764
5.0,3.5,2320,4960,2.0,0,0,5,600,88,0,88,576183.7791741472
4.0,3.0,2440,9600,2.0,0,0,5,0,53,0,53,665473.701171875
4.0,2.5,4120,22370,2.0,0,0,3,0,17,0,17,707300.656504065
2.0,1.75,1440,5680,1.0,0,0,4,0,36,1,14,307819.2631578947
3.0,1.0,1340,11070,1.0,0,0,4,0,36,1,14,302187.765625
6.0,3.75,3010,4360,2.0,0,0,3,1010,0,0,0,574543.2427470535
3.0,1.75,1840,8601,1.0,0,0,3,920,109,1,0,570223.1185050136
2.0,1.0,930,7550,1.0,0,0,3,0,28,0,28,260515.44444444444
4.0,2.75,4070,115434,2.0,0,0,3,0,12,0,12,400620.86486486485
3.0,1.75,1820,9545,1.0,0,0,3,590,38,0,38,461754.1666666667
3.0,1.0,1280,8184,1.5,0,0,4,0,67,1,26,428665.7159090909
2.0,1.0,900,4600,1.0,0,0,3,0,63,1,20,583475.1987418453
3.0,1.75,1980,13503,1.0,0,2,4,660,62,0,62,859215.5687192117
4.0,2.25,2010,7575,1.0,0,0,3,790,40,0,40,655071.1991869919
4.0,2.5,2750,4800,2.0,0,0,3,790,109,1,9,576183.7791741472
4.0,2.0,3140,10875,1.0,0,1,3,1200,75,1,45,583475.1987418453
5.0,2.25,4200,5800,2.5,0,0,4,1290,108,1,24,576183.7791741472
3.0,1.75,1900,8540,1.0,0,0,3,950,34,0,34,260515.44444444444
3.0,1.0,1830,3000,1.5,0,0,3,400,88,1,11,570223.1185050136
5.0,2.75,3320,23760,2.0,0,0,4,1130,39,0,39,612917.84375
4.0,2.5,2700,10814,1.0,0,0,4,1140,48,0,48,298517.84
3.0,1.0,1290,6566,1.0,0,0,5,0,38,0,38,291133.71153846156
3.0,1.75,1500,8173,1.0,0,0,3,0,17,0,17,665473.701171875
4.0,2.75,3650,48351,1.5,0,0,4,0,36,1,14,612917.84375
3.0,1.0,1270,6405,1.5,0,0,3,0,70,0,70,573185.0026954178
4.0,2.25,2630,39000,2.0,0,0,3,0,35,1,0,306368.0406504065
2.0,1.5,1800,26615,1.0,0,0,5,560,27,0,27,297123.8925619835
3.0,1.0,1870,2807,1.5,0,0,4,290,87,0,87,570223.1185050136
4.0,2.5,2540,6365,2.0,0,0,3,670,14,0,14,377807.7863636364
4.0,2.5,1930,8660,1.0,0,0,3,810,33,1,1,308362.248
4.0,2.25,2770,13500,2.0,0,0,3,0,40,0,40,1099543.2580645161
4.0,2.5,2220,5338,2.0,0,0,3,0,13,0,13,376968.54547619045
3.0,1.5,1650,9957,1.0,0,0,4,550,53,1,13,576183.7791741472
4.0,2.5,3670,54450,2.0,0,0,3,0,15,0,15,707300.656504065
4.0,2.5,3770,35081,2.0,0,0,3,0,25,0,25,664524.1592356688
3.0,1.75,2350,20820,1.0,0,0,4,550,36,1,14,692567.8918918918
3.0,1.5,1210,5240,1.0,0,0,4,600,31,0,31,576183.7791741472
4.0,2.5,2010,7972,2.0,0,0,4,0,25,0,25,609064.7603305785
3.0,2.5,1580,6065,2.0,0,0,3,0,29,0,29,609064.7603305785
2.0,1.0,710,7200,1.0,0,0,3,0,71,1,12,570223.1185050136
3.0,2.0,1910,5040,1.5,0,0,3,0,43,0,43,704425.8029661017
4.0,2.5,1880,7965,2.0,0,0,3,0,14,0,14,351942.0882352941
2.0,2.0,2280,641203,2.0,0,0,3,0,24,1,5,467260.4166666667
5.0,2.75,3100,10014,1.0,0,2,4,1440,41,0,41,1157220.9705882352
5.0,2.5,2350,4000,2.0,0,0,3,0,21,0,21,573185.0026954178
3.0,1.75,1850,6869,1.0,0,2,5,750,95,1,80,378731.27777777775
3.0,2.5,2070,8337,2.0,0,0,3,0,17,0,17,297151.21774193546
4.0,2.75,2020,7070,1.0,0,0,5,1010,56,0,56,583475.1987418453
3.0,2.25,1580,12177,1.0,0,0,3,380,33,1,1,712166.302173913
4.0,2.5,2690,7947,2.0,0,0,3,0,21,0,21,371872.2878787879
4.0,2.5,2420,10285,1.0,0,4,3,720,56,1,10,359824.2021276596
5.0,1.5,2540,6660,2.0,0,3,4,200,60,1,35,570223.1185050136
2.0,1.0,1150,30184,1.0,0,0,3,0,64,1,9,377807.7863636364
5.0,2.5,3210,12000,1.0,0,0,4,1380,46,0,46,859295.1570351758
3.0,2.5,2040,4627,2.0,0,0,3,0,22,0,22,662070.8855421686
3.0,2.25,1920,4833,1.0,0,0,4,860,93,0,93,576183.7791741472
4.0,1.75,1900,10588,1.0,0,0,5,0,56,0,56,306983.0317460318
3.0,2.5,4310,32093,1.5,0,4,5,1800,32,0,32,402504.4879518072
3.0,2.5,1070,1155,2.0,0,0,3,350,9,0,9,573185.0026954178
4.0,2.5,2790,43091,2.0,0,0,4,0,25,0,25,612917.84375
3.0,2.5,2860,4442,2.0,0,0,3,0,14,0,14,583475.1987418453
3.0,2.0,2250,8800,1.0,0,0,4,1000,89,1,46,574543.2427470535
2.0,2.25,3170,3000,2.0,0,2,5,1180,114,0,114,573185.0026954178
3.0,1.0,1460,7200,1.0,0,0,3,200,108,1,0,573185.0026954178
3.0,1.0,1540,3399,1.5,0,0,3,340,88,1,11,574543.2427470535
3.0,2.0,2910,6600,2.0,0,0,4,990,114,1,26,576183.7791741472
3.0,1.75,1180,13927,1.0,0,0,5,0,52,0,52,376968.54547619045
3.0,1.75,1640,7437,1.0,0,0,3,550,66,1,20,576183.7791741472
4.0,2.0,1520,19672,1.0,0,0,3,500,94,1,35,352033.1
5.0,3.0,3610,9775,2.0,0,0,3,0,11,0,11,339556.4805970149
3.0,2.25,1400,3814,2.0,0,0,3,0,2,1,102,271876.92307692306
4.0,3.5,3200,3250,2.0,0,0,3,530,7,0,7,611394.2276422764
3.0,3.0,1384,1287,2.0,0,0,3,240,8,0,8,574543.2427470535
3.0,2.25,1410,1287,2.0,0,0,3,120,9,0,9,602238.7424242424
4.0,2.5,2050,5276,2.0,0,0,3,0,8,0,8,371872.2878787879
4.0,2.5,1750,4779,2.0,0,0,3,0,5,0,5,451624.14634146343
3.0,2.0,1510,6710,1.0,0,0,3,440,42,1,12,654481.2884615385
3.0,2.5,1930,7214,2.0,0,0,3,0,9,0,9,573185.0026954178
4.0,2.5,2960,41656,2.0,0,0,3,0,29,0,29,612917.84375
5.0,2.75,2920,11880,1.0,0,0,5,1260,46,0,46,589927.1679389313
2.0,1.0,1980,5000,1.0,0,0,4,890,91,0,91,583475.1987418453
3.0,1.75,1430,8865,1.0,0,0,3,0,64,1,9,573185.0026954178
4.0,2.75,2450,4187,2.0,0,2,3,0,4,0,4,611821.4210526316
4.0,2.75,2360,4924,2.0,0,0,3,0,6,0,6,451624.14634146343
3.0,2.5,1890,4838,2.0,0,0,3,160,12,0,12,345922.0
3.0,1.75,2140,9484,1.0,0,0,3,850,61,0,61,847974.924611399
3.0,2.0,1900,8100,1.0,0,0,4,950,74,1,13,583475.1987418453
4.0,2.5,2700,9122,2.0,0,0,3,0,24,1,5,602238.7424242424
5.0,3.0,2430,8000,1.0,0,0,4,1060,57,1,13,847974.924611399
3.0,1.0,1110,12150,1.0,0,0,4,0,57,1,13,854623.3027093596
4.0,2.75,2280,15347,1.0,0,0,5,0,54,0,54,704362.1153846154
3.0,1.75,1550,4708,1.0,0,0,4,690,65,1,29,574543.2427470535
3.0,2.0,1530,8925,1.0,0,0,3,0,37,1,10,487024.75
4.0,2.5,2440,28405,2.0,0,0,3,0,12,0,12,453958.47826086957
4.0,2.25,1760,9602,2.0,0,0,3,0,27,1,14,376968.54547619045
4.0,2.25,3040,5000,2.0,0,3,4,960,88,1,21,573185.0026954178
3.0,1.75,1070,8100,1.0,0,0,4,0,57,1,13,289521.22794117645
3.0,1.75,1990,5560,1.0,0,0,4,890,75,1,25,574543.2427470535
2.0,1.5,1090,4000,1.0,0,0,3,120,63,1,20,573185.0026954178
4.0,1.5,1890,6938,1.5,0,0,3,0,95,1,13,574543.2427470535
3.0,1.0,1000,9150,1.0,0,0,3,0,45,1,4,379453.5624401914
3.0,1.75,1770,8235,1.0,0,0,3,740,54,1,2,378731.27777777775
4.0,3.0,2360,6250,1.0,0,2,3,900,54,1,2,573185.0026954178
3.0,3.5,3380,108900,2.0,0,0,3,680,15,0,15,376968.54547619045
3.0,2.5,1700,3150,2.0,0,0,3,0,9,0,9,611394.2276422764
2.0,1.75,1600,4000,1.0,0,0,5,750,96,0,96,574543.2427470535
4.0,2.5,2050,6360,2.0,0,0,3,0,26,1,14,602238.7424242424
2.0,1.75,1210,1040,2.0,0,0,3,0,0,0,0,602238.7424242424
5.0,3.0,1940,6355,1.0,0,0,3,740,7,0,7,574543.2427470535
4.0,2.0,1810,8750,1.0,0,0,2,700,47,0,47,379453.5624401914
4.0,1.75,1690,4080,1.0,0,0,4,820,30,0,30,576183.7791741472
4.0,2.0,1800,2970,1.0,0,0,4,800,91,0,91,574543.2427470535
4.0,3.5,3280,6603,2.0,0,0,3,0,7,0,7,859215.5687192117
4.0,2.5,4290,175421,2.0,0,0,3,0,10,1,11,468500.0
3.0,1.75,1150,9600,1.0,0,0,3,0,35,1,0,406146.40625
2.0,1.5,880,1805,2.0,0,0,3,0,15,0,15,583475.1987418453
3.0,1.5,1720,8100,2.0,0,0,3,0,107,1,31,570223.1185050136
3.0,1.5,1510,8000,1.0,0,0,4,0,58,0,58,859215.5687192117
4.0,2.0,1240,3000,1.0,0,0,3,200,106,1,26,576183.7791741472
4.0,2.0,1580,9581,1.0,0,0,3,0,61,0,61,654481.2884615385
4.0,2.25,2170,7737,2.0,0,0,3,0,27,1,14,712166.302173913
4.0,2.75,2500,4950,2.0,0,0,3,0,4,0,4,664524.1592356688
1.0,1.0,960,2640,1.0,0,0,3,200,106,1,26,570223.1185050136
4.0,2.5,3030,8507,2.0,0,0,3,0,11,0,11,655071.1991869919
3.0,1.75,1540,10800,1.0,0,0,5,770,67,0,67,1223622.0
3.0,1.75,1890,32340,1.5,0,3,3,0,38,0,38,467260.4166666667
4.0,2.5,2810,9800,1.0,0,0,4,1100,41,0,41,854623.3027093596
4.0,4.0,3530,8400,2.0,0,0,5,900,56,0,56,570223.1185050136
3.0,1.0,1100,8536,1.0,0,0,4,0,57,1,13,573185.0026954178
3.0,2.5,1940,9775,1.0,0,2,3,500,39,0,39,655071.1991869919
3.0,2.5,2300,9521,2.0,0,0,3,0,11,0,11,420666.78571428574
3.0,2.5,2110,3600,2.0,0,0,3,0,9,0,9,667110.3374233128
4.0,1.5,1220,10580,1.0,0,0,3,0,49,1,21,847974.924611399
3.0,1.75,1750,12325,1.0,0,0,4,280,46,0,46,664524.1592356688
3.0,1.5,1230,8056,1.0,0,0,4,0,65,1,29,378731.27777777775
3.0,2.5,3100,23790,2.0,0,0,3,0,12,0,12,712166.302173913
3.0,2.5,1830,65340,1.0,0,0,3,310,23,0,23,412808.4871794872
5.0,2.5,2640,7096,2.0,0,0,3,0,11,0,11,664524.1592356688
6.0,1.75,1840,2774,1.0,0,0,3,780,114,1,9,583475.1987418453
4.0,2.5,3190,14565,2.0,0,0,3,0,24,1,5,612917.84375
2.0,1.0,1120,2000,1.5,0,0,3,0,104,1,8,583475.1987418453
3.0,1.5,1760,6723,1.0,0,0,3,600,56,1,10,583475.1987418453
3.0,2.0,1590,9912,2.0,0,0,3,0,14,0,14,488457.5
4.0,2.5,2120,9603,2.0,0,0,3,0,29,0,29,611394.2276422764
4.0,2.5,2240,9826,1.0,0,0,4,870,26,0,26,298547.1904761905
2.0,1.0,890,2100,1.0,0,0,4,130,95,1,29,573185.0026954178
3.0,3.25,2940,5432,3.0,0,3,4,500,36,1,14,570223.1185050136
3.0,1.5,1220,7300,1.0,0,0,3,0,41,1,1,306983.0317460318
3.0,2.25,2670,7500,1.0,0,0,4,1030,48,0,48,364278.9903846154
3.0,1.0,1120,2300,1.0,0,0,4,300,102,1,25,576183.7791741472
4.0,2.75,3130,139392,2.0,0,0,4,0,33,0,33,297151.21774193546
4.0,2.5,1740,7500,1.0,0,0,4,520,38,1,22,659713.198757764
4.0,3.5,3290,5414,2.0,0,1,3,930,8,0,8,654481.2884615385
3.0,1.0,1770,5720,1.5,0,0,4,630,88,1,21,583475.1987418453
4.0,2.5,2960,5054,2.0,0,0,3,0,8,0,8,345402.7394736842
2.0,1.0,1200,4880,1.0,0,0,3,220,71,1,12,570223.1185050136
4.0,2.0,2400,6000,2.0,0,0,3,0,101,1,69,478132.68518518517
4.0,3.5,2690,6164,2.0,0,0,3,0,12,0,12,704425.8029661017
6.0,2.25,3550,11780,1.0,0,0,4,590,66,0,66,574543.2427470535
2.0,1.5,1310,12196,1.5,0,0,3,0,44,1,0,659713.198757764
4.0,2.75,2610,4160,3.0,0,0,5,700,104,0,104,573185.0026954178
5.0,2.5,2760,8015,1.0,0,0,4,1160,54,1,13,570223.1185050136
3.0,2.0,1410,7998,1.0,0,0,4,0,74,1,13,345922.0
4.0,1.75,1960,7950,1.0,0,0,4,0,47,0,47,298547.1904761905
3.0,2.5,1212,1174,3.0,0,0,3,0,10,1,11,574543.2427470535
4.0,1.5,2220,9496,1.0,0,0,4,730,60,1,35,859215.5687192117
4.0,2.5,2040,109336,1.5,0,0,4,0,41,0,41,341878.1945205479
4.0,2.75,2800,19168,2.0,0,0,3,0,22,0,22,692567.8918918918
3.0,1.5,2040,6000,1.0,0,0,3,700,57,1,14,573185.0026954178
4.0,2.5,3070,34412,1.0,0,3,4,1000,64,1,31,2397393.75
2.0,1.0,830,26329,1.0,1,3,4,0,86,0,86,488882.5
4.0,3.5,4140,7089,2.0,0,0,3,980,11,0,11,665473.701171875
5.0,2.5,2340,4500,2.0,0,0,3,0,5,0,5,377807.7863636364
3.0,2.25,1420,1282,3.0,0,0,3,0,8,0,8,573185.0026954178
3.0,2.75,2670,3738,1.0,0,0,3,950,1,1,91,371872.2878787879
3.0,2.5,1880,6008,2.0,0,0,3,0,5,0,5,298517.84
4.0,3.25,3450,6184,2.0,0,0,3,0,0,0,0,707300.656504065
3.0,2.25,1200,1400,3.0,0,0,3,0,9,0,9,576183.7791741472
4.0,3.25,3430,9870,2.0,0,0,3,0,0,0,0,469170.3125
3.0,2.5,1350,1186,2.0,0,0,3,230,7,0,7,574543.2427470535
5.0,2.5,2570,9962,2.0,0,0,3,0,8,0,8,420666.78571428574
4.0,3.5,2840,4637,3.0,0,0,3,0,6,0,6,573185.0026954178
4.0,2.5,2650,5600,2.0,0,0,3,0,0,0,0,379453.5624401914
3.0,2.0,1980,2674,3.0,0,0,3,0,7,0,7,574543.2427470535
3.0,1.75,1280,7524,1.5,0,0,4,0,26,0,26,298517.84
4.0,2.5,2610,7091,2.0,0,0,3,0,27,1,14,302406.8613861386
5.0,2.75,3010,12611,2.0,0,0,3,0,20,0,20,662070.8855421686
1.0,1.0,930,7129,1.0,0,0,3,0,66,1,20,570223.1185050136
3.0,1.5,1180,7000,1.0,0,0,4,0,37,0,37,294129.8971962617
5.0,1.0,1710,9100,1.5,0,0,4,390,88,1,21,570223.1185050136
3.0,2.0,1380,7476,1.0,0,0,3,0,25,0,25,306983.0317460318
3.0,1.75,1190,7280,1.0,0,0,4,0,46,0,46,306983.0317460318
3.0,2.0,1870,5909,1.0,0,0,3,600,28,0,28,302187.765625
5.0,3.5,3130,4797,2.0,0,0,3,560,0,0,0,859295.1570351758
2.0,1.0,900,5100,1.0,0,0,4,0,105,1,25,570223.1185050136
3.0,1.5,1880,7400,1.0,0,0,3,400,46,1,17,473692.0
4.0,4.25,3010,4887,2.0,0,3,4,1070,63,1,18,573185.0026954178
3.0,2.25,2280,5750,1.0,0,1,4,1130,29,0,29,576183.7791741472
3.0,2.5,2970,21907,2.0,0,0,3,0,16,1,8,371872.2878787879
2.0,2.5,1620,3196,2.0,0,0,3,0,6,0,6,547301.5576923077
4.0,1.5,1550,3000,1.5,0,0,3,200,96,0,96,583475.1987418453
3.0,1.75,2240,78225,2.0,0,0,5,0,38,0,38,488457.5
3.0,2.5,2830,6536,2.0,0,0,3,0,25,0,25,602057.1753246753
3.0,2.5,2890,21780,2.0,0,0,3,0,14,0,14,260515.44444444444
4.0,2.25,1990,5948,2.0,0,0,3,0,23,0,23,611821.4210526316
3.0,1.75,1370,8719,1.0,0,0,3,0,32,0,32,271876.92307692306
2.0,1.5,1088,1360,2.0,0,0,3,0,31,1,5,675464.6038732395
4.0,1.75,1740,9344,1.0,0,0,3,560,36,0,36,298547.1904761905
3.0,2.0,1730,9000,1.0,0,0,3,360,36,0,36,602238.7424242424
4.0,2.5,1800,8100,2.0,0,0,3,0,16,1,8,351942.0882352941
3.0,1.75,1440,12888,1.0,0,2,3,350,56,1,10,248463.04347826086
4.0,1.0,1720,2800,1.5,0,0,4,520,88,1,21,573185.0026954178
5.0,3.5,2800,7350,2.0,0,0,3,0,19,0,19,583475.1987418453
3.0,2.5,2300,6009,1.0,0,0,3,0,9,0,9,659713.198757764
4.0,2.25,2030,11585,1.0,0,0,4,440,47,0,47,664018.5575757576
2.0,1.0,740,6180,1.0,0,0,3,0,66,1,20,573185.0026954178
5.0,6.75,9640,13068,1.0,1,4,3,4820,31,1,5,1099543.2580645161
4.0,1.0,1920,13787,1.0,0,0,4,700,48,0,48,246844.69565217392
4.0,2.5,2490,12929,2.0,0,0,3,0,31,1,5,712166.302173913
3.0,2.0,1380,4800,1.0,0,0,3,0,66,1,20,576183.7791741472
3.0,2.5,1530,9406,1.0,0,0,3,260,21,0,21,370580.66352040815
3.0,3.25,2420,1923,2.0,0,2,3,580,8,0,8,574543.2427470535
4.0,2.5,2150,37647,2.0,0,0,3,0,23,0,23,302187.765625
4.0,2.0,1610,9600,1.0,0,0,5,0,47,0,47,673746.1363636364
4.0,3.5,2650,3060,2.0,0,0,3,590,13,0,13,573185.0026954178
4.0,2.75,2700,35362,2.0,0,0,5,0,38,0,38,610245.4411764706
3.0,1.5,1270,20700,1.0,0,0,2,120,66,0,66,466114.81481481483
4.0,2.75,3150,38865,1.0,0,0,3,670,28,0,28,659713.198757764
3.0,2.25,2010,10760,2.0,0,0,3,0,29,0,29,664018.5575757576
3.0,1.0,860,5060,1.5,0,0,3,0,87,1,3,583475.1987418453
3.0,2.0,1410,7466,1.0,0,0,3,0,31,1,5,370580.66352040815
3.0,1.75,1700,7532,1.0,0,0,3,0,27,1,14,306368.0406504065
4.0,2.5,2570,6251,2.0,0,0,3,0,14,0,14,859215.5687192117
2.0,2.25,1230,932,2.0,0,0,3,210,10,1,11,576183.7791741472
4.0,3.5,4170,9748,2.0,0,0,3,0,10,1,11,635820.0
3.0,2.5,1180,1262,3.0,0,0,3,0,4,0,4,570223.1185050136
3.0,1.5,1430,7347,1.0,0,0,3,610,34,0,34,298547.1904761905
4.0,2.0,1450,8400,1.5,0,0,4,0,52,0,52,661873.9341085271
3.0,1.75,2180,7700,1.0,0,0,3,700,53,1,10,402504.4879518072
4.0,2.5,2210,7079,2.0,0,0,3,0,21,0,21,306368.0406504065
2.0,1.5,1480,7276,1.0,0,0,4,540,36,1,14,370580.66352040815
3.0,2.0,2340,3477,1.0,0,1,5,1170,43,0,43,576183.7791741472
4.0,3.5,3860,18334,2.0,0,0,3,740,18,0,18,612917.84375
3.0,2.75,2300,4637,2.0,0,0,3,0,6,0,6,573991.6862745098
3.0,1.5,1450,7375,1.0,0,0,3,440,46,1,17,665473.701171875
